# Full list of SAKE-identified features marking each of the ALS subtypes in the NYGC ALS Consortium patient cohort.
# From 1-s2.0-S221112471931263X-mmc4.xlsx
gene	feature_score	subtype	prob
SZT2	0.085059732880685	ALS-TE	0.508916768320185
TANC1	0.08513512509587	ALS-Glia	0.538314289703156
TBC1D12	0.116319998350471	ALS-Glia	0.549243617308385
TCP11L2	0.132611568695539	ALS-Glia	0.579621448340862
TENM2	0.120553031398649	ALS-TE	0.473024498585149
TESPA1	0.193638052475436	ALS-Ox	0.525934177493882
TF	0.206418984596245	ALS-Glia	0.63442551122385
TGFB3	0.189940313354805	ALS-Glia	0.646460253565542
TGM2	0.22641127229733	ALS-TE	0.636454483150976
THBS2	0.110686722314459	ALS-Glia	0.567384072447065
TJP2	0.112578313202763	ALS-Glia	0.576431164368825
TMC6	0.310582715052983	ALS-Glia	0.702516883287059
TMCC3	0.229446967721172	ALS-Glia	0.660107785137299
TMEM144	0.308665074097663	ALS-Glia	0.672443689124481
TMEM155	0.189441376305826	ALS-Ox	0.612116098861046
TMEM165	0.109795239093806	ALS-Glia	0.568269495758266
TMEM35A	0.102594355076523	ALS-Ox	0.551896993046723
TMEM63A	0.23307121055606	ALS-Glia	0.653830647548997
TMEM63C	0.10529548320461	ALS-TE	0.559615186364879
TMEM98	0.289224586700386	ALS-Glia	0.709878881353919
TMTC2	0.105326737512824	ALS-Glia	0.565382769433004
TMTC4	0.113388862907568	ALS-Glia	0.556726051578668
TNC	0.402915816811066	ALS-Glia	0.791044557028469
TNS1	0.094524297240658	ALS-Glia	0.498541336632909
TNXB	0.106620010490043	ALS-TE	0.568944275538083
TP53INP2	0.115989150694299	ALS-Glia	0.579616156922698
TPPP3	0.151759456102847	ALS-Glia	0.61398877998013
TRHDE	0.111539549818273	ALS-Ox	0.550688271824367
TRPM2	0.090139552109475	ALS-TE	0.550026940019717
TSPAN13	0.092957290023531	ALS-Ox	0.535028129562945
TTYH2	0.153185125248782	ALS-Glia	0.616285338938109
TUBGCP6	0.101423039094474	ALS-TE	0.549140256096693
TUNAR	0.294341932641783	ALS-Ox	0.547582716303594
UACA	0.112753082798398	ALS-Glia	0.567964790124534
UGT8	0.382721284512031	ALS-Glia	0.698766950879947
UNC5A	0.130862045261254	ALS-TE	0.541674018934143
UNC5B	0.085264984071007	ALS-Glia	0.519488193898076
UNC5D	0.098403845626591	ALS-Ox	0.516105132190284
VAMP3	0.092669036521612	ALS-Glia	0.539988758708538
VGF	0.210450325969168	ALS-TE	0.491580185612169
VRK2	0.464088425023452	ALS-Glia	0.783776598911971
VSTM2A	0.153386338344896	ALS-Ox	0.557075916781214
VSTM2A-OT1	0.203808265517761	ALS-Ox	0.596089031139869
VSTM2L	0.203972766124429	ALS-TE	0.487005923793956
VWA1	0.13008960274526	ALS-Glia	0.584789869277227
VWA5B2	0.104681797252754	ALS-TE	0.565468159274359
VWC2	0.084895134944872	ALS-Ox	0.533533859346295
VWF	0.163080039308754	ALS-TE	0.592568502604731
WHRN	0.171347026613856	ALS-Glia	0.574842759786735
WIF1	0.325921562383082	ALS-Ox	0.530973871338035
WIPF1	0.206659919213647	ALS-Glia	0.653795702127495
XK	0.085273493919058	ALS-Ox	0.53659576390526
YBX3	0.137453396638579	ALS-TE	0.453598902270681
ZBBX	0.09245926953954	ALS-TE	0.449439416848025
ZCCHC12	0.135090786473006	ALS-Ox	0.484675993265108
ZDHHC20	0.103328641917464	ALS-Glia	0.518288727109201
ZMAT4	0.138766316634024	ALS-Ox	0.539402185097453
ZNF536	0.08715061568386	ALS-Glia	0.54221405955508
